id,area,centroid,rectangle
436,35085,"(496, 495)","((321, 355), (659, 597))"
437,13,"(768, 355)","((766, 354), (771, 357))"
438,673,"(835, 374)","((819, 357), (850, 394))"
439,19,"(5, 362)","((3, 361), (9, 365))"
440,130,"(653, 366)","((646, 361), (661, 372))"
441,14,"(89, 363)","((86, 363), (93, 365))"
442,43,"(244, 364)","((241, 362), (250, 368))"
443,59,"(755, 366)","((751, 363), (762, 371))"
444,94,"(211, 369)","((207, 365), (218, 375))"
445,156,"(334, 370)","((327, 364), (342, 378))"
446,1582,"(381, 385)","((357, 364), (409, 412))"
447,88,"(779, 369)","((774, 365), (786, 375))"
448,38,"(87, 368)","((83, 366), (92, 372))"
449,57,"(264, 369)","((260, 366), (271, 373))"
450,83,"(877, 370)","((872, 367), (884, 376))"
451,76,"(289, 373)","((285, 369), (295, 379))"
452,189,"(803, 376)","((794, 371), (814, 384))"
453,376,"(306, 381)","((294, 373), (321, 392))"
454,217,"(681, 380)","((672, 373), (692, 389))"
455,118,"(274, 382)","((270, 376), (282, 390))"
456,13,"(554, 380)","((552, 379), (557, 382))"
457,57,"(784, 380)","((780, 378), (791, 385))"
458,198,"(945, 386)","((937, 379), (955, 394))"
459,8,"(213, 381)","((212, 381), (216, 383))"
460,8,"(732, 381)","((731, 381), (735, 383))"
461,110,"(208, 390)","((203, 385), (216, 396))"
462,236,"(344, 395)","((334, 388), (356, 403))"
463,38,"(722, 390)","((718, 388), (727, 394))"
464,8,"(743, 388)","((742, 388), (746, 390))"
465,583,"(777, 402)","((758, 389), (799, 423))"
466,188,"(853, 397)","((845, 389), (862, 407))"
467,30,"(875, 393)","((872, 391), (880, 396))"
468,36,"(961, 394)","((959, 390), (964, 399))"
469,6,"(1, 393)","((0, 393), (3, 395))"
470,258,"(538, 399)","((526, 392), (552, 407))"
471,19,"(269, 395)","((267, 394), (273, 398))"
472,415,"(932, 406)","((922, 394), (944, 419))"
473,6,"(1, 396)","((0, 396), (3, 398))"
474,8,"(650, 397)","((649, 397), (653, 399))"
475,22,"(809, 399)","((806, 398), (813, 402))"
476,310,"(829, 411)","((818, 400), (841, 421))"
477,18,"(258, 403)","((256, 402), (263, 405))"
478,38,"(659, 405)","((654, 403), (666, 408))"
479,1678,"(876, 424)","((846, 403), (905, 445))"
480,522,"(331, 416)","((318, 405), (349, 432))"
481,8,"(576, 405)","((575, 405), (579, 407))"
482,32,"(802, 406)","((800, 404), (807, 410))"
483,40,"(301, 410)","((298, 407), (305, 415))"
484,298,"(621, 415)","((612, 407), (634, 426))"
485,37,"(729, 408)","((725, 407), (736, 412))"
486,18,"(739, 408)","((737, 407), (744, 410))"
487,942,"(564, 434)","((549, 409), (581, 457))"
488,89,"(763, 415)","((758, 410), (769, 422))"
489,107,"(82, 421)","((76, 413), (89, 429))"
490,95,"(388, 415)","((381, 412), (397, 420))"
491,13,"(523, 414)","((521, 413), (526, 416))"
492,13,"(575, 413)","((573, 412), (578, 415))"
493,21,"(955, 415)","((954, 413), (959, 418))"
494,175,"(181, 420)","((174, 414), (190, 428))"
495,151,"(642, 420)","((635, 415), (651, 427))"
496,13,"(4, 417)","((2, 416), (7, 419))"
497,104,"(28, 422)","((23, 417), (35, 429))"
498,24,"(519, 419)","((517, 417), (523, 422))"
499,414,"(710, 429)","((698, 417), (722, 442))"
500,22,"(608, 420)","((605, 419), (612, 423))"
501,80,"(676, 425)","((669, 421), (684, 431))"
502,139,"(746, 423)","((737, 420), (757, 429))"
503,30,"(274, 426)","((270, 425), (280, 430))"
504,77,"(385, 428)","((380, 424), (391, 434))"
