id,area,centroid,rectangle
268,22,"(158, 66)","((158, 61), (160, 72))"
269,16,"(167, 63)","((167, 60), (169, 68))"
270,4,"(212, 61)","((212, 61), (214, 63))"
271,12,"(44, 64)","((44, 62), (46, 68))"
272,14,"(47, 65)","((47, 62), (49, 69))"
273,14,"(50, 65)","((50, 62), (52, 69))"
274,6,"(71, 63)","((71, 62), (73, 65))"
275,4,"(80, 63)","((80, 63), (82, 65))"
276,14,"(83, 66)","((83, 63), (85, 70))"
277,6,"(86, 63)","((86, 62), (88, 65))"
278,14,"(140, 65)","((140, 62), (142, 69))"
279,20,"(161, 67)","((161, 63), (163, 73))"
280,6,"(194, 63)","((194, 62), (196, 65))"
281,22,"(203, 68)","((203, 63), (205, 74))"
282,10,"(20, 67)","((20, 65), (22, 70))"
283,16,"(23, 67)","((23, 64), (25, 72))"
284,8,"(53, 65)","((53, 64), (55, 68))"
285,28,"(173, 70)","((173, 64), (175, 78))"
286,6,"(188, 65)","((188, 64), (190, 67))"
287,4,"(191, 64)","((191, 64), (193, 66))"
288,18,"(236, 68)","((236, 64), (238, 73))"
289,4,"(5, 66)","((5, 66), (7, 68))"
290,8,"(119, 67)","((119, 66), (121, 70))"
291,4,"(146, 66)","((146, 66), (148, 68))"
292,16,"(152, 69)","((152, 66), (154, 74))"
293,14,"(155, 70)","((155, 67), (157, 74))"
294,18,"(176, 71)","((176, 67), (178, 76))"
295,6,"(239, 68)","((239, 66), (240, 72))"
296,10,"(14, 70)","((14, 68), (16, 73))"
297,18,"(167, 73)","((167, 69), (169, 78))"
298,8,"(197, 69)","((197, 68), (199, 72))"
299,6,"(209, 69)","((209, 68), (211, 71))"
300,22,"(95, 76)","((95, 71), (97, 82))"
301,24,"(122, 75)","((122, 70), (124, 82))"
302,6,"(179, 72)","((179, 71), (181, 74))"
303,10,"(212, 73)","((212, 71), (214, 76))"
304,10,"(215, 73)","((215, 71), (217, 76))"
305,18,"(5, 77)","((5, 73), (7, 82))"
306,12,"(8, 74)","((8, 72), (10, 78))"
307,4,"(50, 72)","((50, 72), (52, 74))"
308,12,"(98, 74)","((98, 72), (100, 78))"
309,18,"(116, 76)","((116, 72), (118, 81))"
310,18,"(119, 77)","((119, 73), (121, 82))"
311,6,"(143, 73)","((143, 72), (145, 75))"
312,20,"(200, 77)","((200, 73), (202, 83))"
313,8,"(206, 74)","((206, 73), (208, 77))"
314,4,"(218, 73)","((218, 73), (220, 75))"
315,18,"(44, 78)","((44, 74), (46, 83))"
316,10,"(47, 76)","((47, 74), (49, 79))"
317,16,"(11, 80)","((11, 77), (13, 85))"
318,8,"(20, 77)","((20, 76), (22, 80))"
319,28,"(50, 82)","((50, 76), (52, 90))"
320,6,"(101, 77)","((101, 76), (103, 79))"
321,6,"(137, 78)","((137, 77), (139, 80))"
322,22,"(197, 81)","((197, 76), (199, 87))"
323,4,"(227, 77)","((227, 77), (229, 79))"
324,20,"(233, 80)","((233, 76), (235, 86))"
325,20,"(236, 80)","((236, 76), (238, 86))"
326,14,"(14, 82)","((14, 79), (16, 86))"
327,24,"(98, 84)","((98, 79), (100, 91))"
328,4,"(203, 78)","((203, 78), (205, 80))"
329,4,"(209, 79)","((209, 79), (211, 81))"
330,14,"(221, 82)","((221, 79), (223, 86))"
331,12,"(224, 81)","((224, 79), (226, 85))"
332,5,"(239, 80)","((239, 78), (240, 83))"
333,8,"(8, 81)","((8, 80), (10, 84))"
334,8,"(167, 82)","((167, 81), (169, 85))"
335,6,"(203, 82)","((203, 81), (205, 84))"
336,8,"(206, 82)","((206, 81), (208, 85))"
337,10,"(17, 84)","((17, 82), (19, 87))"
338,8,"(47, 83)","((47, 82), (49, 86))"
339,10,"(62, 84)","((62, 82), (64, 87))"
340,8,"(92, 84)","((92, 83), (94, 87))"
341,52,"(113, 95)","((113, 83), (115, 109))"
342,26,"(116, 88)","((116, 82), (118, 95))"
343,22,"(194, 87)","((194, 82), (196, 93))"
344,16,"(215, 85)","((215, 82), (217, 90))"
345,6,"(20, 85)","((20, 84), (22, 87))"
346,10,"(26, 87)","((26, 85), (28, 90))"
347,6,"(59, 85)","((59, 84), (61, 87))"
348,6,"(101, 85)","((101, 84), (103, 87))"
349,38,"(104, 94)","((104, 85), (106, 104))"
350,10,"(110, 86)","((110, 84), (112, 89))"
351,16,"(200, 87)","((200, 84), (202, 92))"
352,10,"(203, 87)","((203, 85), (205, 90))"
353,6,"(218, 86)","((218, 85), (220, 88))"
354,4,"(8, 87)","((8, 87), (10, 89))"
355,6,"(11, 87)","((11, 86), (13, 89))"
356,10,"(86, 89)","((86, 87), (88, 92))"
357,12,"(95, 88)","((95, 86), (97, 92))"
358,12,"(107, 88)","((107, 86), (109, 92))"
359,10,"(125, 88)","((125, 86), (127, 91))"
360,8,"(128, 87)","((128, 86), (130, 90))"
361,6,"(146, 87)","((146, 86), (148, 89))"
362,12,"(167, 88)","((167, 86), (169, 92))"
363,22,"(170, 92)","((170, 87), (172, 98))"
364,16,"(191, 90)","((191, 87), (193, 95))"
365,6,"(92, 89)","((92, 88), (94, 91))"
366,16,"(101, 92)","((101, 89), (103, 97))"
367,8,"(122, 89)","((122, 88), (124, 92))"
368,12,"(11, 93)","((11, 91), (13, 97))"
369,8,"(38, 91)","((38, 90), (40, 94))"
370,4,"(110, 90)","((110, 90), (112, 92))"
371,10,"(188, 92)","((188, 90), (190, 95))"
372,14,"(203, 94)","((203, 91), (205, 98))"
373,18,"(224, 95)","((224, 91), (226, 100))"
374,4,"(230, 90)","((230, 90), (232, 92))"
375,8,"(14, 93)","((14, 92), (16, 96))"
376,4,"(20, 92)","((20, 92), (22, 94))"
377,6,"(65, 93)","((65, 92), (67, 95))"
378,10,"(92, 95)","((92, 93), (94, 98))"
379,12,"(95, 95)","((95, 93), (97, 99))"
380,8,"(98, 94)","((98, 93), (100, 97))"
381,12,"(206, 95)","((206, 93), (208, 99))"
382,8,"(221, 94)","((221, 93), (223, 97))"
383,6,"(53, 96)","((53, 95), (55, 98))"
384,10,"(71, 96)","((71, 94), (73, 99))"
385,8,"(89, 95)","((89, 94), (91, 98))"
386,8,"(107, 96)","((107, 95), (109, 99))"
387,6,"(110, 96)","((110, 95), (112, 98))"
388,6,"(128, 96)","((128, 95), (130, 98))"
389,6,"(173, 95)","((173, 94), (175, 97))"
390,18,"(185, 98)","((185, 94), (187, 103))"
391,6,"(212, 96)","((212, 95), (214, 98))"
392,6,"(236, 96)","((236, 95), (238, 98))"
393,4,"(74, 97)","((74, 97), (76, 99))"
394,10,"(116, 99)","((116, 97), (118, 102))"
395,6,"(122, 97)","((122, 96), (124, 99))"
396,4,"(125, 96)","((125, 96), (127, 98))"
397,8,"(134, 98)","((134, 97), (136, 101))"
398,6,"(137, 98)","((137, 97), (139, 100))"
399,10,"(140, 99)","((140, 97), (142, 102))"
400,14,"(155, 99)","((155, 96), (157, 103))"
401,14,"(158, 100)","((158, 97), (160, 104))"
402,8,"(176, 97)","((176, 96), (178, 100))"
403,8,"(197, 97)","((197, 96), (199, 100))"
404,4,"(23, 99)","((23, 99), (25, 101))"
405,4,"(59, 99)","((59, 99), (61, 101))"
406,8,"(119, 99)","((119, 98), (121, 102))"
407,10,"(179, 101)","((179, 99), (181, 104))"
408,6,"(182, 99)","((182, 98), (184, 101))"
409,10,"(194, 101)","((194, 99), (196, 104))"
410,4,"(209, 98)","((209, 98), (211, 100))"
411,12,"(212, 101)","((212, 99), (214, 105))"
412,14,"(215, 101)","((215, 98), (217, 105))"
413,6,"(230, 99)","((230, 98), (232, 101))"
414,6,"(233, 99)","((233, 98), (235, 101))"
415,2,"(239, 98)","((239, 98), (240, 100))"
416,8,"(98, 102)","((98, 101), (100, 105))"
417,8,"(101, 102)","((101, 101), (103, 105))"
418,8,"(125, 102)","((125, 101), (127, 105))"
419,28,"(131, 106)","((131, 100), (133, 114))"
420,10,"(146, 103)","((146, 101), (148, 106))"
421,12,"(152, 102)","((152, 100), (154, 106))"
422,8,"(161, 102)","((161, 101), (163, 105))"
423,4,"(170, 101)","((170, 101), (172, 103))"
424,8,"(176, 102)","((176, 101), (178, 105))"
425,6,"(191, 101)","((191, 100), (193, 103))"
426,14,"(203, 103)","((203, 100), (205, 107))"
427,6,"(95, 104)","((95, 103), (97, 106))"
428,8,"(107, 104)","((107, 103), (109, 107))"
429,36,"(110, 110)","((110, 102), (112, 120))"
430,28,"(149, 108)","((149, 102), (151, 116))"
431,20,"(164, 107)","((164, 103), (166, 113))"
432,6,"(167, 103)","((167, 102), (169, 105))"
433,20,"(173, 107)","((173, 103), (175, 113))"
434,8,"(197, 104)","((197, 103), (199, 107))"
435,4,"(200, 103)","((200, 103), (202, 105))"
436,8,"(206, 104)","((206, 103), (208, 107))"
437,6,"(8, 105)","((8, 104), (10, 107))"
438,4,"(11, 104)","((11, 104), (13, 106))"
439,8,"(68, 106)","((68, 105), (70, 109))"
440,6,"(86, 106)","((86, 105), (88, 108))"
441,6,"(92, 106)","((92, 105), (94, 108))"
442,4,"(122, 105)","((122, 105), (124, 107))"
