id,area,centroid,rectangle
197,269,"(478, 128)","((470, 116), (488, 141))"
198,22,"(624, 118)","((621, 117), (629, 121))"
199,36,"(695, 119)","((692, 117), (701, 123))"
200,43,"(606, 122)","((602, 119), (611, 126))"
201,14,"(687, 119)","((685, 118), (691, 121))"
202,8,"(788, 118)","((787, 118), (791, 120))"
203,8,"(926, 118)","((925, 118), (929, 120))"
204,21,"(929, 122)","((927, 121), (932, 126))"
205,19,"(189, 124)","((187, 123), (193, 127))"
206,19,"(371, 123)","((369, 122), (375, 126))"
207,8,"(523, 122)","((522, 122), (526, 124))"
208,173,"(663, 129)","((655, 123), (674, 137))"
209,575,"(843, 139)","((827, 123), (862, 157))"
210,63,"(410, 128)","((406, 125), (417, 133))"
211,8,"(466, 125)","((465, 125), (469, 127))"
212,8,"(740, 124)","((739, 124), (743, 126))"
213,318,"(956, 136)","((942, 124), (964, 151))"
214,6,"(1, 126)","((0, 126), (3, 128))"
215,14,"(688, 127)","((686, 126), (692, 129))"
216,14,"(892, 127)","((890, 126), (896, 129))"
217,6,"(1, 129)","((0, 129), (3, 131))"
218,93,"(279, 138)","((275, 129), (285, 149))"
219,342,"(429, 138)","((418, 129), (444, 150))"
220,8,"(711, 129)","((710, 129), (714, 131))"
221,128,"(787, 132)","((778, 128), (797, 140))"
222,28,"(19, 131)","((15, 130), (23, 135))"
223,37,"(45, 134)","((42, 131), (49, 138))"
224,87,"(375, 134)","((370, 131), (383, 140))"
225,131,"(635, 138)","((629, 131), (644, 149))"
226,26,"(746, 132)","((743, 131), (751, 135))"
227,6,"(1, 132)","((0, 132), (3, 134))"
228,59,"(169, 135)","((165, 132), (176, 141))"
229,29,"(344, 134)","((341, 133), (350, 137))"
230,6,"(1, 135)","((0, 135), (3, 137))"
231,35,"(498, 136)","((494, 135), (504, 139))"
232,165,"(518, 140)","((510, 135), (528, 148))"
233,18,"(812, 136)","((810, 135), (816, 139))"
234,225,"(235, 148)","((226, 137), (245, 161))"
235,36,"(261, 139)","((258, 137), (266, 142))"
236,8,"(623, 136)","((622, 136), (626, 138))"
237,6,"(1, 138)","((0, 138), (3, 140))"
238,132,"(203, 145)","((197, 139), (210, 153))"
239,22,"(330, 140)","((327, 139), (334, 143))"
240,770,"(379, 155)","((360, 139), (410, 174))"
241,6,"(1, 141)","((0, 141), (3, 143))"
242,27,"(101, 143)","((98, 141), (106, 146))"
243,37,"(84, 144)","((81, 142), (89, 148))"
244,14,"(736, 142)","((733, 142), (740, 144))"
245,303,"(894, 150)","((884, 142), (908, 162))"
246,6,"(1, 144)","((0, 144), (3, 146))"
247,206,"(701, 152)","((693, 145), (712, 161))"
248,24,"(938, 147)","((935, 145), (943, 151))"
249,8,"(342, 147)","((341, 147), (345, 149))"
250,238,"(608, 156)","((597, 147), (622, 166))"
251,16,"(444, 150)","((442, 149), (448, 153))"
252,8,"(529, 149)","((528, 149), (532, 151))"
253,126,"(590, 154)","((584, 149), (597, 162))"
254,897,"(677, 172)","((660, 149), (699, 192))"
255,6,"(1, 150)","((0, 150), (3, 152))"
256,140,"(96, 156)","((88, 151), (105, 164))"
257,86,"(761, 153)","((755, 150), (769, 159))"
258,25,"(870, 151)","((867, 150), (875, 154))"
259,8,"(177, 153)","((176, 153), (180, 155))"
260,8,"(786, 153)","((785, 153), (789, 155))"
261,205,"(642, 163)","((633, 156), (651, 171))"
262,8,"(786, 156)","((785, 156), (789, 158))"
263,444,"(920, 169)","((906, 157), (938, 181))"
264,8,"(46, 158)","((45, 158), (49, 160))"
265,178,"(166, 165)","((158, 159), (176, 174))"
266,144,"(541, 165)","((535, 158), (548, 173))"
267,235,"(563, 165)","((554, 158), (575, 175))"
268,8,"(906, 159)","((905, 159), (909, 161))"
269,8,"(184, 161)","((183, 161), (187, 163))"
270,58,"(458, 163)","((453, 160), (465, 167))"
271,16,"(629, 162)","((627, 161), (632, 165))"
272,24,"(137, 165)","((135, 163), (141, 168))"
273,63,"(214, 166)","((210, 162), (221, 171))"
274,13,"(752, 164)","((750, 163), (755, 166))"
275,8,"(791, 163)","((790, 163), (794, 165))"
276,581,"(417, 179)","((397, 165), (436, 194))"
277,241,"(873, 175)","((858, 165), (887, 187))"
278,23,"(961, 168)","((960, 165), (964, 173))"
279,8,"(728, 166)","((727, 166), (731, 168))"
280,19,"(802, 168)","((800, 167), (806, 171))"
281,6,"(1, 168)","((0, 168), (3, 170))"
282,8,"(341, 169)","((340, 169), (344, 171))"
283,5296,"(494, 218)","((445, 168), (561, 261))"
284,8,"(761, 169)","((760, 169), (764, 171))"
285,192,"(812, 179)","((805, 169), (822, 187))"
286,8,"(956, 169)","((955, 169), (959, 171))"
287,8,"(610, 170)","((609, 170), (613, 172))"
288,8,"(766, 173)","((765, 173), (769, 175))"
289,8,"(839, 172)","((838, 172), (842, 174))"
290,8,"(63, 174)","((62, 174), (66, 176))"
291,13,"(602, 176)","((600, 175), (605, 178))"
292,32,"(726, 176)","((723, 174), (730, 180))"
