id,area,centroid,rectangle
379,8,"(285, 351)","((284, 351), (288, 353))"
380,36,"(752, 354)","((749, 351), (756, 358))"
381,295,"(348, 364)","((340, 353), (361, 377))"
382,180,"(842, 359)","((831, 353), (853, 366))"
383,14,"(51, 356)","((49, 355), (55, 358))"
384,128,"(715, 359)","((707, 354), (726, 365))"
385,13,"(911, 356)","((909, 355), (914, 358))"
386,108,"(182, 361)","((177, 357), (190, 367))"
387,175,"(8, 363)","((0, 358), (21, 370))"
388,79,"(691, 361)","((683, 359), (701, 366))"
389,8,"(62, 361)","((61, 361), (65, 363))"
390,108,"(319, 366)","((312, 363), (329, 372))"
391,34,"(665, 364)","((659, 363), (671, 367))"
392,8,"(688, 365)","((687, 365), (691, 367))"
393,77,"(776, 369)","((771, 365), (783, 374))"
394,82,"(894, 367)","((888, 364), (902, 372))"
395,146,"(226, 374)","((220, 367), (233, 382))"
396,24,"(153, 371)","((151, 369), (157, 374))"
397,18,"(206, 370)","((204, 369), (210, 373))"
398,8,"(460, 368)","((459, 368), (463, 370))"
399,72,"(568, 372)","((563, 368), (575, 378))"
400,8,"(145, 371)","((144, 371), (148, 373))"
401,18,"(595, 371)","((593, 370), (599, 374))"
402,16,"(647, 372)","((645, 371), (650, 375))"
403,72,"(809, 376)","((805, 371), (815, 382))"
404,8,"(863, 373)","((862, 373), (866, 375))"
405,210,"(605, 382)","((593, 374), (616, 394))"
406,265,"(684, 384)","((674, 374), (694, 396))"
407,63,"(208, 382)","((204, 379), (214, 387))"
408,304,"(345, 388)","((335, 379), (358, 399))"
409,139,"(388, 384)","((382, 378), (395, 392))"
410,173,"(556, 384)","((548, 378), (569, 391))"
411,199,"(751, 387)","((745, 378), (759, 397))"
412,8,"(94, 380)","((93, 380), (97, 382))"
413,1255,"(622, 409)","((589, 382), (661, 428))"
414,65,"(663, 386)","((660, 383), (670, 392))"
415,355,"(809, 394)","((799, 382), (821, 408))"
416,62,"(820, 386)","((816, 383), (826, 391))"
417,13,"(48, 388)","((46, 387), (51, 390))"
418,95,"(83, 390)","((74, 387), (92, 395))"
419,137,"(111, 392)","((104, 387), (120, 399))"
420,44,"(295, 389)","((291, 386), (301, 394))"
421,31,"(368, 390)","((365, 389), (373, 394))"
422,8,"(440, 391)","((439, 391), (443, 393))"
423,8,"(132, 393)","((131, 393), (135, 395))"
424,442,"(161, 404)","((150, 393), (176, 420))"
425,363,"(228, 406)","((213, 393), (241, 419))"
426,198,"(832, 398)","((824, 392), (842, 407))"
427,101,"(948, 397)","((940, 394), (958, 403))"
428,8,"(69, 396)","((68, 396), (72, 398))"
429,362,"(88, 408)","((78, 397), (101, 422))"
430,857,"(133, 422)","((107, 398), (161, 441))"
431,8,"(199, 398)","((198, 398), (202, 400))"
432,186,"(342, 407)","((334, 400), (352, 417))"
433,26,"(581, 402)","((577, 401), (586, 405))"
